Month,Day,Hour,AC System Output (kW)
1,8,14,0.306308
1,8,15,0.171595
1,8,16,0
1,8,17,0
1,8,18,0
1,8,19,0
1,8,20,0
1,8,21,0
1,8,22,0
1,8,23,0
1,9,0,0
1,9,1,0
1,9,2,0
1,9,3,0
1,9,4,0
1,9,5,0
1,9,6,0
1,9,7,0
1,9,8,0
1,9,9,0
1,9,10,0
1,9,11,0
1,9,12,0.001892
1,9,13,0.00198
1,9,14,0.004684
1,9,15,0.000103
1,9,16,0
1,9,17,0
1,9,18,0
1,9,19,0
1,9,20,0
1,9,21,0
1,9,22,0
1,9,23,0
1,10,0,0
1,10,1,0
1,10,2,0
1,10,3,0
1,10,4,0
1,10,5,0
1,10,6,0
1,10,7,0
1,10,8,0
1,10,9,0
1,10,10,0
1,10,11,0.118647
1,10,12,0.000694
1,10,13,0.001442
1,10,14,0.000697
1,10,15,0.224511
1,10,16,0
1,10,17,0
1,10,18,0
1,10,19,0
1,10,20,0
1,10,21,0
1,10,22,0
1,10,23,0
1,11,0,0
1,11,1,0
1,11,2,0
1,11,3,0
1,11,4,0
1,11,5,0
1,11,6,0
1,11,7,0
1,11,8,0
1,11,9,0
1,11,10,0
1,11,11,0
1,11,12,0.001231
1,11,13,0.002658
1,11,14,0.001237
1,11,15,0
1,11,16,0
1,11,17,0
1,11,18,0
1,11,19,0
1,11,20,0
1,11,21,0
1,11,22,0
1,11,23,0
1,12,0,0
1,12,1,0
1,12,2,0
1,12,3,0
1,12,4,0
1,12,5,0
1,12,6,0
1,12,7,0
1,12,8,0
1,12,9,0
1,12,10,0
1,12,11,0.001465
1,12,12,0.00682
1,12,13,0.008341
1,12,14,0.37751
1,12,15,0.24809
1,12,16,0.002288
1,12,17,0
1,12,18,0
1,12,19,0
1,12,20,0
1,12,21,0
1,12,22,0
1,12,23,0
1,13,0,0
1,13,1,0
1,13,2,0
1,13,3,0
1,13,4,0
1,13,5,0
1,13,6,0
1,13,7,0
1,13,8,0
1,13,9,0
1,13,10,0
1,13,11,0
1,13,12,0.002644
1,13,13,0.0041
1,13,14,0.004043
1,13,15,0.000333
1,13,16,0
1,13,17,0
1,13,18,0
1,13,19,0
1,13,20,0
1,13,21,0
1,13,22,0
1,13,23,0
1,14,0,0
1,14,1,0
1,14,2,0
1,14,3,0
1,14,4,0
1,14,5,0
1,14,6,0
1,14,7,0
1,14,8,0
1,14,9,0
1,14,10,0
1,14,11,0
1,14,12,0.001619
1,14,13,0.003876
1,14,14,0.001629
1,14,15,0.295541
1,14,16,0.047274
1,14,17,0
1,14,18,0
1,14,19,0
1,14,20,0
1,14,21,0
1,14,22,0
1,14,23,0
1,15,0,0
1,15,1,0
1,15,2,0
1,15,3,0
1,15,4,0
1,15,5,0
1,15,6,0
1,15,7,0
1,15,8,0
1,15,9,0
1,15,10,0
1,15,11,0.004475
1,15,12,0.011176
1,15,13,0.004247
1,15,14,0.003399
1,15,15,0.36089
1,15,16,0.007306
1,15,17,0
1,15,18,0
1,15,19,0
1,15,20,0
1,15,21,0
1,15,22,0
1,15,23,0
1,16,0,0
1,16,1,0
1,16,2,0
1,16,3,0
1,16,4,0
1,16,5,0
1,16,6,0
1,16,7,0
1,16,8,0
1,16,9,0
1,16,10,0.004307
1,16,11,0.158963
1,16,12,0.263943
1,16,13,0.006257
1,16,14,0.028465
1,16,15,0.011492
1,16,16,0
1,16,17,0
1,16,18,0
1,16,19,0
1,16,20,0
1,16,21,0
1,16,22,0
1,16,23,0
1,17,0,0
1,17,1,0
1,17,2,0
1,17,3,0
1,17,4,0
1,17,5,0
1,17,6,0
1,17,7,0
1,17,8,0
1,17,9,0
1,17,10,0.004844
1,17,11,0.173006
1,17,12,0.289665
1,17,13,0.333352
1,17,14,0.008822
1,17,15,0.070198
1,17,16,0.001846
1,17,17,0
1,17,18,0
1,17,19,0
1,17,20,0
1,17,21,0
1,17,22,0
1,17,23,0
1,18,0,0
1,18,1,0
1,18,2,0
1,18,3,0
1,18,4,0
1,18,5,0
1,18,6,0
1,18,7,0
1,18,8,0
1,18,9,0
1,18,10,0.007029
1,18,11,0.147127
1,18,12,0.002355
1,18,13,0.003137
1,18,14,0.002368
1,18,15,0.000077
1,18,16,0.100966
1,18,17,0
1,18,18,0
1,18,19,0
1,18,20,0
1,18,21,0
1,18,22,0
1,18,23,0
1,19,0,0
1,19,1,0
1,19,2,0
1,19,3,0
1,19,4,0
1,19,5,0
1,19,6,0
1,19,7,0
1,19,8,0
1,19,9,0
1,19,10,0
1,19,11,0.014841
1,19,12,0.025
1,19,13,0.363017
1,19,14,0.495746
1,19,15,0.374538
1,19,16,0.023398
1,19,17,0
1,19,18,0
1,19,19,0
1,19,20,0
1,19,21,0
1,19,22,0
1,19,23,0
1,20,0,0
1,20,1,0
1,20,2,0
1,20,3,0
1,20,4,0
1,20,5,0
1,20,6,0
1,20,7,0
1,20,8,0
1,20,9,0
1,20,10,0
1,20,11,0.001588
1,20,12,0.005483
1,20,13,0.381553
1,20,14,0.024756
1,20,15,0.406774
1,20,16,0.029898
1,20,17,0
1,20,18,0
1,20,19,0
1,20,20,0
1,20,21,0
1,20,22,0
1,20,23,0
1,21,0,0
1,21,1,0
1,21,2,0
1,21,3,0
1,21,4,0
1,21,5,0
1,21,6,0
1,21,7,0
1,21,8,0
1,21,9,0
1,21,10,0
1,21,11,0.000155
1,21,12,0.010719
1,21,13,0.006901
1,21,14,0.076239
1,21,15,0.021661
1,21,16,0.001376
1,21,17,0
1,21,18,0
1,21,19,0
1,21,20,0
1,21,21,0
1,21,22,0
1,21,23,0
1,22,0,0
1,22,1,0
1,22,2,0
1,22,3,0
1,22,4,0
1,22,5,0
1,22,6,0
1,22,7,0
1,22,8,0
1,22,9,0
1,22,10,0
1,22,11,0.00116
1,22,12,0.004105
1,22,13,0.005572
1,22,14,0
1,22,15,0
1,22,16,0
1,22,17,0
1,22,18,0
1,22,19,0
1,22,20,0
1,22,21,0
1,22,22,0
1,22,23,0
1,23,0,0
1,23,1,0
1,23,2,0
1,23,3,0
1,23,4,0
1,23,5,0
1,23,6,0
1,23,7,0
1,23,8,0
1,23,9,0
1,23,10,0.001121
1,23,11,0.049933
1,23,12,0.042018
1,23,13,0.041476
1,23,14,0.017951
1,23,15,0.002623
1,23,16,0
1,23,17,0
1,23,18,0
1,23,19,0
1,23,20,0
1,23,21,0
1,23,22,0
1,23,23,0
1,24,0,0
1,24,1,0
1,24,2,0
1,24,3,0
1,24,4,0
1,24,5,0
1,24,6,0
1,24,7,0
1,24,8,0
1,24,9,0
1,24,10,0
1,24,11,0
1,24,12,0.002783
1,24,13,0.272889
1,24,14,0.364356
1,24,15,0.000607
1,24,16,0.078145
1,24,17,0
1,24,18,0
1,24,19,0
1,24,20,0
1,24,21,0
1,24,22,0
1,24,23,0
1,25,0,0
1,25,1,0
1,25,2,0
1,25,3,0
1,25,4,0
1,25,5,0
1,25,6,0
1,25,7,0
1,25,8,0
1,25,9,0
1,25,10,0
1,25,11,0.00896
1,25,12,0.05092
1,25,13,0.01675
1,25,14,0.025861
1,25,15,0.010971
1,25,16,0.000061
1,25,17,0
1,25,18,0
1,25,19,0
1,25,20,0
1,25,21,0
1,25,22,0
1,25,23,0
1,26,0,0
1,26,1,0
1,26,2,0
1,26,3,0
1,26,4,0
1,26,5,0
1,26,6,0
1,26,7,0
1,26,8,0
1,26,9,0
1,26,10,0
1,26,11,0.008349
1,26,12,0.01489
1,26,13,0.014191
1,26,14,0.013358
1,26,15,0.024569
1,26,16,0.005537
1,26,17,0
1,26,18,0
1,26,19,0
1,26,20,0
1,26,21,0
1,26,22,0
1,26,23,0
1,27,0,0
1,27,1,0
1,27,2,0
1,27,3,0
1,27,4,0
1,27,5,0
1,27,6,0
1,27,7,0
1,27,8,0
1,27,9,0
1,27,10,0.065681
1,27,11,0.004248
1,27,12,0.440794
1,27,13,0.498114
1,27,14,0.636921
1,27,15,0.51005
1,27,16,0.262709
1,27,17,0
1,27,18,0
1,27,19,0
1,27,20,0
1,27,21,0
1,27,22,0
1,27,23,0
1,28,0,0
1,28,1,0
1,28,2,0
1,28,3,0
1,28,4,0
1,28,5,0
1,28,6,0
1,28,7,0
1,28,8,0
1,28,9,0
1,28,10,0.065423
1,28,11,0.289295
1,28,12,0.428124
1,28,13,0.480298
1,28,14,0.603972
1,28,15,0.020837
1,28,16,0.00595
1,28,17,0
1,28,18,0
1,28,19,0
1,28,20,0
1,28,21,0
1,28,22,0
1,28,23,0
1,29,0,0
1,29,1,0
1,29,2,0
1,29,3,0
1,29,4,0
1,29,5,0
1,29,6,0
1,29,7,0
1,29,8,0
1,29,9,0
1,29,10,0.076765
1,29,11,0.004318
1,29,12,0.419835
1,29,13,0.485659
1,29,14,0.611367
1,29,15,0.499176
1,29,16,0.271678
1,29,17,0
1,29,18,0
1,29,19,0
1,29,20,0
1,29,21,0
1,29,22,0
1,29,23,0
1,30,0,0
1,30,1,0
1,30,2,0
1,30,3,0
1,30,4,0
1,30,5,0
1,30,6,0
1,30,7,0
1,30,8,0
1,30,9,0
1,30,10,0.000739
1,30,11,0.011919
1,30,12,0.041066
1,30,13,0.571248
1,30,14,0.707306
1,30,15,0.142656
1,30,16,0.337757
1,30,17,0
1,30,18,0
1,30,19,0
1,30,20,0
1,30,21,0
1,30,22,0
1,30,23,0
1,31,0,0
1,31,1,0
1,31,2,0
1,31,3,0
1,31,4,0
1,31,5,0
1,31,6,0
1,31,7,0
1,31,8,0
1,31,9,0
1,31,10,0.004374
1,31,11,0.022005
1,31,12,0.523187
1,31,13,0.02739
1,31,14,0.227945
1,31,15,0.286323
1,31,16,0.001138
1,31,17,0
1,31,18,0
1,31,19,0
1,31,20,0
1,31,21,0
1,31,22,0
1,31,23,0
2,1,0,0
2,1,1,0
2,1,2,0
2,1,3,0
2,1,4,0
2,1,5,0
2,1,6,0
2,1,7,0
2,1,8,0
2,1,9,0
2,1,10,0.092804
2,1,11,0.002232
2,1,12,0.011104
2,1,13,0.005904
2,1,14,0.006529
2,1,15,0.004941
2,1,16,0.00646
2,1,17,0
2,1,18,0
2,1,19,0
2,1,20,0
2,1,21,0
2,1,22,0
2,1,23,0
2,2,0,0
2,2,1,0
2,2,2,0
2,2,3,0
2,2,4,0
2,2,5,0
2,2,6,0
2,2,7,0
2,2,8,0
2,2,9,0
2,2,10,0.09633
2,2,11,0.006468
2,2,12,0.014713
2,2,13,0.006553
2,2,14,0.461171
2,2,15,0.355866
2,2,16,0.185013
2,2,17,0
2,2,18,0
2,2,19,0
2,2,20,0
2,2,21,0
2,2,22,0
2,2,23,0
2,3,0,0
2,3,1,0
2,3,2,0
2,3,3,0
2,3,4,0
2,3,5,0
2,3,6,0
2,3,7,0
2,3,8,0
2,3,9,0
2,3,10,0.114361
2,3,11,0.000865
2,3,12,0.007553
2,3,13,0.003789
2,3,14,0.013399
2,3,15,0.01549
2,3,16,0.013956
2,3,17,0
2,3,18,0
2,3,19,0
2,3,20,0
2,3,21,0
2,3,22,0
2,3,23,0
2,4,0,0
2,4,1,0
2,4,2,0
2,4,3,0
2,4,4,0
2,4,5,0
2,4,6,0
2,4,7,0
2,4,8,0
2,4,9,0
2,4,10,0.011405
2,4,11,0.039075
2,4,12,0.000715
2,4,13,0.021943
2,4,14,0.015938
2,4,15,0.029698
2,4,16,0.001837
2,4,17,0
2,4,18,0
2,4,19,0
2,4,20,0
2,4,21,0
2,4,22,0
2,4,23,0
2,5,0,0
2,5,1,0
2,5,2,0
2,5,3,0
2,5,4,0
2,5,5,0
2,5,6,0
2,5,7,0
2,5,8,0
2,5,9,0
2,5,10,0
2,5,11,0.004165
2,5,12,0.002124
2,5,13,0.008564
2,5,14,0.018107
2,5,15,0.024638
2,5,16,0.000503
2,5,17,0
2,5,18,0
2,5,19,0
2,5,20,0
2,5,21,0
2,5,22,0
2,5,23,0
2,6,0,0
2,6,1,0
2,6,2,0
2,6,3,0
2,6,4,0
2,6,5,0
2,6,6,0
2,6,7,0
2,6,8,0
2,6,9,0
2,6,10,0.121507
2,6,11,0.013549
2,6,12,0.060867
2,6,13,0.025732
2,6,14,0.018202
2,6,15,0.15648
2,6,16,0.061236
2,6,17,0.000646
2,6,18,0
2,6,19,0
2,6,20,0
2,6,21,0
2,6,22,0
2,6,23,0
2,7,0,0
2,7,1,0
2,7,2,0
2,7,3,0
2,7,4,0
2,7,5,0
2,7,6,0
2,7,7,0
2,7,8,0
2,7,9,0
2,7,10,0.186266
2,7,11,0.384483
2,7,12,0.516521
2,7,13,0.567476
2,7,14,0.632684
2,7,15,0.534605
2,7,16,0.363762
2,7,17,0.07745
2,7,18,0
2,7,19,0
2,7,20,0
2,7,21,0
2,7,22,0
2,7,23,0
2,8,0,0
2,8,1,0
2,8,2,0
2,8,3,0
2,8,4,0
2,8,5,0
2,8,6,0
2,8,7,0
2,8,8,0
2,8,9,0
2,8,10,0
2,8,11,0
2,8,12,0.004272
2,8,13,0.007901
2,8,14,0.005717
2,8,15,0.00566
2,8,16,0.175921
2,8,17,0.002648
2,8,18,0
2,8,19,0
2,8,20,0
2,8,21,0
2,8,22,0
2,8,23,0
2,9,0,0
2,9,1,0
2,9,2,0
2,9,3,0
2,9,4,0
2,9,5,0
2,9,6,0
2,9,7,0
2,9,8,0
2,9,9,0
2,9,10,0.150081
2,9,11,0.327746
2,9,12,0.008775
2,9,13,0.505268
2,9,14,0.111192
2,9,15,0.106456
2,9,16,0.017117
2,9,17,0
2,9,18,0
2,9,19,0
2,9,20,0
2,9,21,0
2,9,22,0
2,9,23,0
2,10,0,0
2,10,1,0
2,10,2,0
2,10,3,0
2,10,4,0
2,10,5,0
2,10,6,0
2,10,7,0
2,10,8,0
2,10,9,0
2,10,10,0.003241
2,10,11,0.000003
2,10,12,0.010089
2,10,13,0.012246
2,10,14,0.013709
2,10,15,0.01216
2,10,16,0.009672
2,10,17,0
2,10,18,0
2,10,19,0
2,10,20,0
2,10,21,0
2,10,22,0
2,10,23,0
2,11,0,0
2,11,1,0
2,11,2,0
2,11,3,0
2,11,4,0
2,11,5,0
2,11,6,0
2,11,7,0
2,11,8,0
2,11,9,0
2,11,10,0.00465
2,11,11,0.013643
2,11,12,0.036322
2,11,13,0.072008
2,11,14,0.011554
2,11,15,0.025607
2,11,16,0.0148
2,11,17,0
2,11,18,0
2,11,19,0
2,11,20,0
2,11,21,0
2,11,22,0
2,11,23,0
2,12,0,0
2,12,1,0
2,12,2,0
2,12,3,0
2,12,4,0
2,12,5,0
2,12,6,0
2,12,7,0
2,12,8,0
2,12,9,0.006273
2,12,10,0.23256
2,12,11,0.436749
2,12,12,0.572017
2,12,13,0.629668
2,12,14,0.659875
2,12,15,0.558687
2,12,16,0.385399
2,12,17,0.096124
2,12,18,0
2,12,19,0
2,12,20,0
2,12,21,0
2,12,22,0
2,12,23,0
2,13,0,0
2,13,1,0
2,13,2,0
2,13,3,0
2,13,4,0
2,13,5,0
2,13,6,0
2,13,7,0
2,13,8,0
2,13,9,0
2,13,10,0.003719
2,13,11,0.023747
2,13,12,0.041976
2,13,13,0.052684
2,13,14,0.072848
2,13,15,0.084478
2,13,16,0.00368
2,13,17,0
2,13,18,0
2,13,19,0
2,13,20,0
2,13,21,0
2,13,22,0
2,13,23,0
2,14,0,0
2,14,1,0
2,14,2,0
2,14,3,0
2,14,4,0
2,14,5,0
2,14,6,0
2,14,7,0
2,14,8,0
2,14,9,0
2,14,10,0.006287
2,14,11,0.010096
2,14,12,0.037953
2,14,13,0.025025
2,14,14,0.030324
2,14,15,0.021938
2,14,16,0.013474
2,14,17,0
2,14,18,0
2,14,19,0
2,14,20,0
2,14,21,0
2,14,22,0
2,14,23,0
2,15,0,0
2,15,1,0
2,15,2,0
2,15,3,0
2,15,4,0
2,15,5,0
2,15,6,0
2,15,7,0
2,15,8,0
2,15,9,0
2,15,10,0.001957
2,15,11,0.004932
2,15,12,0.031696
2,15,13,0.143191
2,15,14,0.007138
2,15,15,0.052836
2,15,16,0.001325
2,15,17,0.098114
2,15,18,0
2,15,19,0
2,15,20,0
2,15,21,0
2,15,22,0
2,15,23,0
2,16,0,0
2,16,1,0
2,16,2,0
2,16,3,0
2,16,4,0
2,16,5,0
2,16,6,0
2,16,7,0
2,16,8,0
2,16,9,0
2,16,10,0.002636
2,16,11,0.013591
2,16,12,0.039209
2,16,13,0.011459
2,16,14,0.033881
2,16,15,0.005634
2,16,16,0.011225
2,16,17,0
2,16,18,0
2,16,19,0
2,16,20,0
2,16,21,0
2,16,22,0
2,16,23,0
2,17,0,0
2,17,1,0
2,17,2,0
2,17,3,0
2,17,4,0
2,17,5,0
2,17,6,0
2,17,7,0
2,17,8,0
2,17,9,0
2,17,10,0.006897
2,17,11,0.015888
2,17,12,0.095371
2,17,13,0.166887
2,17,14,0.591612
2,17,15,0.507112
2,17,16,0.357639
2,17,17,0.139562
2,17,18,0
2,17,19,0
2,17,20,0
2,17,21,0
2,17,22,0
2,17,23,0
2,18,0,0
2,18,1,0
2,18,2,0
2,18,3,0
2,18,4,0
2,18,5,0
2,18,6,0
2,18,7,0
2,18,8,0
2,18,9,0.006344
2,18,10,0.089052
2,18,11,0.036527
2,18,12,0.018258
2,18,13,0.011582
2,18,14,0.107387
2,18,15,0.008575
2,18,16,0.019393
2,18,17,0.002089
2,18,18,0
2,18,19,0
2,18,20,0
2,18,21,0
2,18,22,0
2,18,23,0
2,19,0,0
2,19,1,0
2,19,2,0
2,19,3,0
2,19,4,0
2,19,5,0
2,19,6,0
2,19,7,0
2,19,8,0
2,19,9,0
2,19,10,0.015519
2,19,11,0.015157
2,19,12,0.010047
2,19,13,0.061948
2,19,14,0.024865
2,19,15,0.00712
2,19,16,0.017265
2,19,17,0.002895
2,19,18,0
2,19,19,0
2,19,20,0
2,19,21,0
2,19,22,0
2,19,23,0
2,20,0,0
2,20,1,0
2,20,2,0
2,20,3,0
2,20,4,0
2,20,5,0
2,20,6,0
2,20,7,0
2,20,8,0
2,20,9,0.067941
2,20,10,0.308853
2,20,11,0.509908
2,20,12,0.637448
2,20,13,0.683845
2,20,14,0.657844
2,20,15,0.565137
2,20,16,0.410571
2,20,17,0.191352
2,20,18,0
2,20,19,0
2,20,20,0
2,20,21,0
2,20,22,0
2,20,23,0
2,21,0,0
2,21,1,0
2,21,2,0
2,21,3,0
2,21,4,0
2,21,5,0
2,21,6,0
2,21,7,0
2,21,8,0
2,21,9,0.08734
2,21,10,0.327552
2,21,11,0.03371
2,21,12,0.070702
2,21,13,0.128717
2,21,14,0.080011
2,21,15,0.079772
2,21,16,0.177444
2,21,17,0.018905
2,21,18,0
2,21,19,0
2,21,20,0
2,21,21,0
2,21,22,0
2,21,23,0
2,22,0,0
2,22,1,0
2,22,2,0
2,22,3,0
2,22,4,0
2,22,5,0
2,22,6,0
2,22,7,0
2,22,8,0
2,22,9,0.002686
2,22,10,0.018521
2,22,11,0.07182
2,22,12,0.045346
2,22,13,0.27534
2,22,14,0.346718
2,22,15,0.037415
2,22,16,0.072557
2,22,17,0.10358
2,22,18,0
2,22,19,0
2,22,20,0
2,22,21,0
2,22,22,0
2,22,23,0
2,23,0,0
2,23,1,0
2,23,2,0
2,23,3,0
2,23,4,0
2,23,5,0
2,23,6,0
2,23,7,0
2,23,8,0
2,23,9,0.023744
2,23,10,0.02871
2,23,11,0.251479
2,23,12,0.271452
2,23,13,0.413447
2,23,14,0.458135
2,23,15,0.471426
2,23,16,0.2629
2,23,17,0.223169
2,23,18,0
2,23,19,0
2,23,20,0
2,23,21,0
2,23,22,0
2,23,23,0
2,24,0,0
2,24,1,0
2,24,2,0
2,24,3,0
2,24,4,0
2,24,5,0
2,24,6,0
2,24,7,0
2,24,8,0
2,24,9,0.133575
2,24,10,0.38891
2,24,11,0.593099
2,24,12,0.701773
2,24,13,0.735735
2,24,14,0.701263
2,24,15,0.60607
2,24,16,0.440101
2,24,17,0.219772
2,24,18,0
2,24,19,0
2,24,20,0
2,24,21,0
2,24,22,0
2,24,23,0
2,25,0,0
2,25,1,0
2,25,2,0
2,25,3,0
2,25,4,0
2,25,5,0
2,25,6,0
2,25,7,0
2,25,8,0
2,25,9,0.004337
2,25,10,0.012183
2,25,11,0.009376
2,25,12,0.011581
2,25,13,0.053948
2,25,14,0.042371
2,25,15,0.034007
2,25,16,0.101163
2,25,17,0.003933
2,25,18,0
2,25,19,0
2,25,20,0
2,25,21,0
2,25,22,0
2,25,23,0
2,26,0,0
2,26,1,0
2,26,2,0
2,26,3,0
2,26,4,0
2,26,5,0
2,26,6,0
2,26,7,0
2,26,8,0
2,26,9,0.119969
2,26,10,0.004233
2,26,11,0.020406
2,26,12,0.020396
2,26,13,0.246536
2,26,14,0.099964
2,26,15,0.02945
2,26,16,0.005655
2,26,17,0.006051
2,26,18,0
2,26,19,0
2,26,20,0
2,26,21,0
2,26,22,0
2,26,23,0
2,27,0,0
2,27,1,0
2,27,2,0
2,27,3,0
2,27,4,0
2,27,5,0
2,27,6,0
2,27,7,0
2,27,8,0
2,27,9,0.010826
2,27,10,0.032927
2,27,11,0.025283
2,27,12,0.018444
2,27,13,0.065949
2,27,14,0.047559
2,27,15,0.108527
2,27,16,0.041624
2,27,17,0.218449
2,27,18,0.005555
2,27,19,0
2,27,20,0
2,27,21,0
2,27,22,0
2,27,23,0
2,28,0,0
2,28,1,0
2,28,2,0
2,28,3,0
2,28,4,0
2,28,5,0
2,28,6,0
2,28,7,0
2,28,8,0
2,28,9,0.1059
2,28,10,0.415141
2,28,11,0.443459
2,28,12,0.091442
2,28,13,0.139826
2,28,14,0.256249
2,28,15,0.029996
2,28,16,0.027573
2,28,17,0.012467
2,28,18,0
2,28,19,0
2,28,20,0
2,28,21,0
2,28,22,0
2,28,23,0
3,1,0,0
3,1,1,0
3,1,2,0
3,1,3,0
3,1,4,0
3,1,5,0
3,1,6,0
3,1,7,0
3,1,8,0
3,1,9,0.002276
3,1,10,0.010781
3,1,11,0.029594
3,1,12,0.0247
3,1,13,0.030028
3,1,14,0.034612
3,1,15,0.607958
3,1,16,0.450003
3,1,17,0.237223
3,1,18,0.013722
3,1,19,0
3,1,20,0
3,1,21,0
3,1,22,0
3,1,23,0
3,2,0,0
3,2,1,0
3,2,2,0
3,2,3,0
3,2,4,0
3,2,5,0
3,2,6,0
3,2,7,0
3,2,8,0
3,2,9,0.008073
3,2,10,0.019857
3,2,11,0.037582
3,2,12,0.058511
3,2,13,0.040139
3,2,14,0.015563
3,2,15,0.017774
3,2,16,0.014745
3,2,17,0.009206
3,2,18,0
3,2,19,0
3,2,20,0
3,2,21,0
3,2,22,0
3,2,23,0
3,3,0,0
3,3,1,0
3,3,2,0
3,3,3,0
3,3,4,0
3,3,5,0
3,3,6,0
3,3,7,0
3,3,8,0
3,3,9,0.000793
3,3,10,0.006849
3,3,11,0.024415
3,3,12,0.017428
3,3,13,0.022123
3,3,14,0.029927
3,3,15,0.022189
3,3,16,0.00918
3,3,17,0.013448
3,3,18,0
3,3,19,0
3,3,20,0
3,3,21,0
3,3,22,0
3,3,23,0
3,4,0,0
3,4,1,0
3,4,2,0
3,4,3,0
3,4,4,0
3,4,5,0
3,4,6,0
3,4,7,0
3,4,8,0.00644
3,4,9,0.00169
3,4,10,0.004106
3,4,11,0.02042
3,4,12,0.025
3,4,13,0.038296
3,4,14,0.036587
3,4,15,0.095769
3,4,16,0.07929
3,4,17,0.020522
3,4,18,0
3,4,19,0
3,4,20,0
3,4,21,0
3,4,22,0
3,4,23,0
3,5,0,0
3,5,1,0
3,5,2,0
3,5,3,0
3,5,4,0
3,5,5,0
3,5,6,0
3,5,7,0
3,5,8,0
3,5,9,0.005508
3,5,10,0.014504
3,5,11,0.024225
3,5,12,0.043034
3,5,13,0.071438
3,5,14,0.062657
3,5,15,0.034264
3,5,16,0.016011
3,5,17,0.019718
3,5,18,0
3,5,19,0
3,5,20,0
3,5,21,0
3,5,22,0
3,5,23,0
3,6,0,0
3,6,1,0
3,6,2,0
3,6,3,0
3,6,4,0
3,6,5,0
3,6,6,0
3,6,7,0
3,6,8,0
3,6,9,0.017353
3,6,10,0.025731
3,6,11,0.032909
3,6,12,0.011161
3,6,13,0.053344
3,6,14,0.833333
3,6,15,0.724607
3,6,16,0.544065
3,6,17,0.010091
3,6,18,0
3,6,19,0
3,6,20,0
3,6,21,0
3,6,22,0
3,6,23,0
3,7,0,0
3,7,1,0
3,7,2,0
3,7,3,0
3,7,4,0
3,7,5,0
3,7,6,0
3,7,7,0
3,7,8,0
3,7,9,0.005552
3,7,10,0.036523
3,7,11,0.64899
3,7,12,0.042588
3,7,13,0.139115
3,7,14,0.17404
